Abstract,Link
"We explore possible effects of vacuum energy on the evolution of black holes.
If the universe contains a cosmological constant, and if black holes can absorb
energy from the vacuum, then black hole evaporation could be greatly
suppressed. For the magnitude of the cosmological constant suggested by current
observations, black holes larger than $\sim 4 \times 10^{24}$ g would accrete
energy rather than evaporate. In this scenario, all stellar and supermassive
black holes would grow with time until they reach a maximum mass scale of $\sim
6 \times 10^{55}$ g, comparable to the mass contained within the present day
cosmological horizon.",http://arxiv.org/abs/astro-ph/9902118v1
"The gravitational field, and radiation from quantized gravitational atoms and
little black holes (LBH) are analyzed in n-space, i.e. in all dimensions to
develop insights into possible additional compacted dimensions as predicted by
hierarchy and string theory. It is shown that the entropy of LBH is
significantly greater in higher dimensional space with potential implications
to the initial entropy of the universe. A case is made that LBH are the dark
matter of the universe, and can manifest themselves as the core energy source
of ball lightning (BL). The LBH incidence rate on earth is related to BL
occurrence and has the potential of aiding in the determination of the
distribution of LBH and hence dark matter in the universe. Examination of LBH
interactions with the atmosphere are found to be in accord with observations of
BL. Possibilities are explored as to why Hawking radiation has been undetected
in over 25 years. An alternate LBH tunneling radiation model is described.",http://arxiv.org/abs/astro-ph/0104026v2
"The total number of degrees of freedom of a d-dimensional body in n-space is
derived so that equipartition of energy may be applied to a possibly
n-dimensional early universe. A comparison is made of a range of proposals to
include free and bound black holes as either a small component or the dominant
constituent of dark matter in the universe. The hypothesis that dark matter
consists in part of atomic gravitationally bound primordial black holes is
closely examined in 3-space, as well as in n-space; and the Chavda and Chavda
holeum hypothesis is found to be flawed. Blackbody and Hawking radiation are
generalized to n-space, and Hawking radiation is shown to be simply
proportional to the black hole density. The importance of quantum gravity in
understanding the role of early universe dark matter is undermined because
present approaches to a theory of quantum gravity violate the equivalence
principle. A general heuristic proof for geodesics on an expanding hypersphere
is presented. Classical limits of Einstein's General Relativity are considered.
A novel approach to the accelerated expansion of the universe is discussed. An
anomalous surprising aspect of 4-space is demonstrated.",http://arxiv.org/abs/astro-ph/0701358v2
"We investigate a model in which galactic nuclei form via the coalescence of
pre-existing stellar systems containing supermassive black holes. Merger
simulations are carried out using N-body algorithms that can follow the
formation and decay of a black-hole binary and its effect on the surrounding
stars down to sub-parsec scales. Our initial stellar systems have steep central
density cusps similar to those in low-luminosity elliptical galaxies. Formation
of a black-hole binary transfers energy to the stars and lowers the central
density; continued decay of the binary creates a ~1/r density cusp similar to
those observed in bright elliptical galaxies, with a break radius that extends
well beyond the sphere of gravitational influence of the black holes. The decay
of the black hole binary is followed over a factor of ~20 in separation after
formation of a hard binary, considerably farther than in previous simulations.
We see almost no dependence of the binary's decay rate on number of particles
in the simulation, contrary to earlier studies in which a lower initial density
of stars led to a more rapid depletion of the binary's loss cone. We
nevertheless argue that the decay of a black hole binary in a real galaxy would
be expected to stall at separations of 0.01-1 pc unless some additional
mechanism is able to extract energy from the binary. Our results support a
picture in which the observed dependence of nuclear cusp slope on galaxy
luminosity is a consequence of galaxy interactions. We also discuss the
implications of our results for the survivability of dark-matter cusps.",http://arxiv.org/abs/astro-ph/0103350v1
"We examine the formation and evolution of primordial black holes (PBH's)
after hybrid inflation. Our goal is to assess the effects of various
theoretical uncertainties on the extrapolation from a given inflation model to
a spectrum of primordial black hole masses. The context of our work is an
examination of the possibility [Chen and Adler (2003), MacGibbon (1987)] that
the dark matter is comprised of Planck-mass black hole remnants (BHR's). As an
example we focus on a particular scenario [Chen (2003)] in which the black
holes form from quantum perturbations that were generated during hybrid
inflation. We find the correspondence between hybrid inflation parameters and
the range of initial PBH masses that would allow BHR's to comprise the dark
matter, taking account of the possible early presence of radiation and its
accretion onto the PBH's.",http://arxiv.org/abs/astro-ph/0504606v1
"Gravitational waves from the coalescence of binary black holes carry away
linear momentum, causing center of mass recoil. This ""radiation rocket"" effect
has important implications for systems with escape speeds of order the recoil
velocity. We revisit this problem using black hole perturbation theory,
treating the binary as a test mass spiraling into a spinning hole. For extreme
mass ratios (q = m1/m2 << 1) we compute the recoil for the slow inspiral epoch
of binary coalescence very accurately; these results can be extrapolated to q ~
0.4 with modest accuracy. Although the recoil from the final plunge contributes
significantly to the final recoil, we are only able to make crude estimates of
its magnitude. We find that the recoil can easily reach ~ 100-200 km/s, but
most likely does not exceed ~ 500 km/s. Though much lower than previous
estimates, this recoil is large enough to have important astrophysical
consequences. These include the ejection of black holes from globular clusters,
dwarf galaxies, and high-redshift dark matter halos.",http://arxiv.org/abs/astro-ph/0402056v2
"There is compelling evidence that supermassive black holes exist. Yet the
origin of these objects, or their seeds, is still unknown. We discuss several
plausible scenarios for forming the seeds of supermassive black holes. These
include the catastrophic collapse of supermassive stars, the collapse of
relativistic clusters of collisionless particles or stars, the gravothermal
evolution of dense clusters of ordinary stars or stellar-mass compact objects,
and the gravothermal evolution of self-interacting dark matter halos.
Einstein's equations of general relativity are required to describe key facets
of these scenarios, and large-scale numerical simulations are performed to
solve them.",http://arxiv.org/abs/astro-ph/0304202v1
"One of the most intriguing problem of modern physics is the question of the
endpoint of black hole evaporation. Based on Einstein-dilaton-Gauss-Bonnet four
dimensional string gravity model we show that black holes do not disappear and
that the end of the evaporation process leaves some relic. The possibility of
experimental detection of the remnant black holes is investigated. If they
really exist, such objects could be a considerable part of the non baryonic
dark matter in our Universe.",http://arxiv.org/abs/gr-qc/0201069v5
"The observed 511 keV line from the Galactic Bulge is a real challenge for
theoretical astrophysics: despite a lot of suggested mechanisms, there is still
no convincing explanation and the origin of the annihilated positrons remains
unknown. Here we discuss the possibility that a population of slowly
evaporating primordial black holes with the mass around $10^{16}-10^{17}$ g
ejects (among other particles) low--energy positrons into the Galaxy. In
addition to positrons, we have also calculated the spectrum and number density
of photons and neutrinos produced by such black holes and found that the
photons are potentially observable in the near future, while the neutrino flux
is too weak and below the terrestrial and extra--terrestrial backgrounds.
Depending on their mass distribution, such black holes could make a small
fraction or the whole cosmological dark matter.",http://arxiv.org/abs/0801.2786v4
"Kelso, Hooper and Buckley [arXiv:1110.5338] found CRESST, CoGeNT and
DAMA/LIBRA results are consistent with 10 - 15 GeV dark matter particles.
Hennawi and Ostriker [arXiv:astro-ph/0108203] analyzed supermassive black hole
formation in the centers of galaxies, finding a best fit for dark matter
(self-interaction cross-section)/mass ratio = 0.02 cm^{2}/g, with round-off
error of 25%. Combining the Hennawi/Ostriker result with the ""strong gravity""
model for dark matter [arXiv:0706.3050] requires dark matter particles with
mass between 10.5 GeV and 17.5 GeV, overlapping the Kelso/Hooper/Buckley dark
matter particle mass range.",http://arxiv.org/abs/0706.3050v3
"Velocity-dependent interactions in a fundamental-string dominated universe
lead quite naturally, with reasonable assumptions on initial conditions, to an
accelerating expanding universe without assuming the existence of a
cosmological constant. This result also holds generically for a universe
dominated by moving extremal black holes, owing to a repulsive velocity-
dependent force. This interaction, however, does not preclude structure
formation. Here we discuss a toy model including both ordinary and extremal
matter, in which the latter accounts for dark matter while simultaneously
acting as effective dark energy. Eternal acceleration is once more seen to
arise in this case.",http://arxiv.org/abs/astro-ph/0303422v1
"We study the distribution of fermionic dark matter at the center of galaxies
using NFW, Moore and isothermal density profiles and show that dark matter
becomes degenerate for particle masses of a few {\rm keV} and for distances
less than a few parsec from the center of our galaxy. A compact degenerate core
forms after galaxy merging and boosts the growth of supermassive black holes at
the center of galaxies. To explain the galactic center black hole of mass of
$\sim 3.5 \times 10^{6}M_{\odot}$ and a supermassive black hole of $\sim 3
\times 10^{9}M_{\odot}$ at a redshift of 6.41 in SDSS quasars, we require a
degenerate core of mass between $3 \times 10^{3} M_{\odot}$ and $3.5 \times
10^{6}M_{\odot}$. This constrains the mass of the dark matter particle between
$0.6 {\rm keV}$ and $82 {\rm keV}$. The lower limit on the dark matter mass is
improved to {\rm 7 keV} if exact solutions of Poisson's equation are used in
the isothermal power law case. We argue that the constrained particle could be
the long sought dark matter of the Universe that is interpreted here as a
sterile neutrino.",http://arxiv.org/abs/astro-ph/0609388v1
"We consider the consequences of SIDM for a velocity dependent cross section
per unit mass. Accretion of SIDM onto seed black holes can produce supermassive
black holes that are too large for certain combinations of parameters,which is
used to obtain a new constraint on the dark matter interaction. Constraints due
to other considerations are presented and previous ones are generalized. The
black hole constraint is extremely sensitive to the slope \alpha, of the inner
density profile of dark halos. For the most probable value of \alpha=1.3, there
exists a narrow range in parameter space, such that all constraints are
satisfied. However, the adiabatic compression of the dark halo by baryons as
they cool and contract in normal galaxies yields a steeper cusp, \alpha=1.7.
This gives a tighter constraint, which would exclude SIDM as a possible
solution to the purported problems with CDM in the absence of other dynamical
processes. Nevertheless, SIDM with parameters consistent with this stronger
constraint, can explain the ubiquity of supermassive black holes in the centers
of galaxies. A ``best fit'' model is presented which reproduces the
supermassive black hole masses and their observed correlations with the
velocity dispersion of the host bulges. Specifically, the fourth power
dependence of black hole mass on velocity dispersion is a direct consequence of
the power spectrum having an index of n=-2. Although the dark matter collision
rates for this model are too small to directly remedy problems with CDM,
mergers between dark halos harboring supermassive black holes at high redshift
could ameliorate the cuspy halo problem. This scenario also explains the lack
of comparable supermassive black holes in bulgeless galaxies like M33.",http://arxiv.org/abs/astro-ph/0108203v2
"The H.E.S.S. array of Cherenkov telescopes has performed, from 2004 to 2007,
a survey of the inner Galactic plane at photon energies above 100 GeV. About
400 hours of data have been accumulated in the region between -30 and +60
degrees in Galactic longitude, and between -3 and +3 degrees in Galactic
latitude. Assuming that dark matter is composed of Weakly Interacting Massive
Particles, we calculate here the H.E.S.S. sensitivity map for dark matter
annihilations, and derive the first experimental constraints on the
''mini-spikes'' scenario, in which a gamma-ray signal arises from dark matter
annihilation around Intermediate Mass Black Holes. The data exclude the
proposed scenario at a 90% confidence level for dark matter particles with
velocity-weighted annihilation cross section sigma v above 10^28 cm3s^-1 and
mass between 800 GeV and 10 TeV.",http://arxiv.org/abs/0806.2981v2
"We investigate the evolution of high redshift seed black hole masses at late
times and their observational signatures. The massive black hole seeds studied
here form at extremely high redshifts from the direct collapse of pre-galactic
gas discs. Populating dark matter halos with seeds formed in this way, we
follow the mass assembly of these black holes to the present time using a
Monte-Carlo merger tree. Using this machinery we predict the black hole mass
function at high redshifts and at the present time; the integrated mass density
of black holes and the luminosity function of accreting black holes as a
function of redshift. These predictions are made for a set of three seed models
with varying black hole formation efficiency. Given the accuracy of current
observational constraints, all 3 models can be adequately fit. Discrimination
between the models appears predominantly at the low mass end of the present day
black hole mass function which is not observationally well constrained.
However, all our models predict that low surface brightness, bulgeless galaxies
with large discs are least likely to be sites for the formation of massive seed
black holes at high redshifts. The efficiency of seed formation at high
redshifts has a direct influence on the black hole occupation fraction in
galaxies at z=0. This effect is more pronounced for low mass galaxies. This is
the key discriminant between the models studied here and the Population III
remnant seed model. We find that there exists a population of low mass galaxies
that do not host nuclear black holes. Our prediction of the shape of the black
hole mass - velocity dispersion relation at the low mass end is in agreement
with the recent observational determination from the census of low mass
galaxies in the Virgo cluster.",http://arxiv.org/abs/0709.0529v2
"We present a clustering analysis of QSOs using over 20000 objects from the
final catalogue of the 2dF QSO Redshift Survey (2QZ), measuring the z-space
correlation function, xi(s). When averaged over the range 0.3<z<2.2 we find
that xi(s) is flat on small scales, steepening on scales above ~25h-1Mpc. In a
WMAP/2dF cosmology we find a best fit power law with s_0=5.48+0.42-0.48h-1Mpc
and gamma=1.20+-0.10 on scales s=1-25h-1Mpc. A CDM model assuming WMAP/2dF
cosmological parameters is a good description of the QSO xi(s) after accounting
for non-linear clustering and z-space distortions, and a linear bias of
b_qso(z=1.35)=2.02+-0.07. We subdivide the 2QZ into 10 redshift intervals from
z=0.53 to 2.48 and find a significant increase in clustering amplitude at high
redshift in the WMAP/2dF cosmology. We derive the bias of the QSOs which is a
strong function of redshift with b_qso(z=0.53)=1.13+-0.18 and
b_qso(z=2.48)=4.24+-0.53. We use these bias values to derive the mean dark
matter halo (DMH) mass occupied by the QSOs. At all redshifts 2QZ QSOs inhabit
approximately the same mass DMHs with M_DH=(3.0+-1.6)x10^12h-1M_sun, which is
close to the characteristic mass in the Press-Schechter mass function, M*, at
z=0. If the relation between black hole (BH) mass and M_DH or host velocity
dispersion does not evolve, then we find that the accretion efficiency
(L/L_edd) for L* QSOs is approximately constant with redshift. Thus the fading
of the QSO population from z~2 to 0 appears to be due to less massive BHs being
active at low redshift. We apply different methods to estimate, t_qso, the
active lifetime of QSOs and constrain this to be in the range 4x10^6-6x10^8
years at z~2. (Abridged).",http://arxiv.org/abs/astro-ph/0409314v1
"A study is made of the behavior of massive black holes in disk galaxies that
have received an impulsive kick from a merger or a sustained acceleration from
an asymmetric jet. The motion of the gas, stars, dark matter, and massive black
hole are calculated using the GADGET-2 simulation code. The massive black hole
escapes the galaxy for kick velocities above about 600 km/s or accelerations
above about 4*10^{-8} cm/s^2 over time-scales of the order of 10^8 yr. For
smaller velocity kicks or smaller accelerations, the black hole oscillates
about the center of mass with a frequency which decreases as the kick velocity
or acceleration increases. The black hole displacements may give rise to
observable nonaxisymmetries in the morphology and dynamics of the stellar and
gaseous disk of the galaxy. In some cases the dynamical center of the galaxy is
seen to be displaced towards the direction of the BH acceleration with a
characteristic ``tongue--'' shaped extension of the velocity contours on the
side of the galaxy opposite the acceleration.",http://arxiv.org/abs/0802.2058v1
"Supermassive black holes are investigated as possible sources for
low-frequency bursts of gravity waves. The event rate for `known' supermassive
black holes at intermediate and high redshifts, inferred from the quasar
luminosity function, is low $\sim 0.1 \yr^{-1}$. A space-based interferometer
could therefore only see several events per year from supermassive black holes
if an additional population of supermassive black holes existed and emitted
gravitational waves efficiently. These might reside in the population of dwarf
galaxies or in a transient population of small dark matter haloes that have
mostly merged into larger haloes hosting the galaxies seen today. The proposed
space-based gravitational-wave interferometer LISA/SAGITTARIUS should detect
most gravitational-wave events involving supermassive black holes above $10^{4}
\Msol$ out to redshifts of $z \sim 100$.",http://arxiv.org/abs/astro-ph/9405032v1
"There is overwhelming evidence for the presence of supermassive black holes
(SMBHs) in the centers of most nearby galaxies. The mass estimates for these
remnant black holes from the stellar kinematics of local galaxies and the
quasar phenomenon at high redshifts point to the presence of assembled SMBHs.
The accretion history of SMBHs can be reconstructed using observations at high
and low redshifts as model constraints. Observations of galaxies and quasars in
the submillimeter, infrared, optical, and X-ray wavebands are used as
constraints, along with data from the demography of local black holes.
Theoretical modeling of the growth of black hole mass with cosmic time has been
pursued thus far in two distinct directions: a phenomenological approach that
utilizes observations in various wavebands, and a semi-analytic approach that
starts with a theoretical framework and a set of assumptions with a view to
matching observations. Both techniques have been pursued in the context of the
standard paradigm for structure formation in a Cold Dark Matter dominated
universe. Here, we examine the key issues and uncertainties in the theoretical
understanding of the growth of SMBHs.",http://arxiv.org/abs/astro-ph/0404504v1
"Non-baryonic, or ""dark,"" matter is believed to be a major component of the
total mass budget of the universe. We review the candidates for particle dark
matter and discuss the prospects for direct detection (via interaction of dark
matter particles with laboratory detectors) and indirect detection (via
observations of the products of dark matter self-annihilations), focusing in
particular on the Galactic center, which is among the most promising targets
for indirect detection studies. The gravitational potential at the Galactic
center is dominated by stars and by the supermassive black hole, and the dark
matter distribution is expected to evolve on sub-parsec scales due to
interaction with these components. We discuss the dominant interaction
mechanisms and show how they can be used to rule out certain extreme models for
the dark matter distribution, thus increasing the information that can be
gleaned from indirect detection searches.",http://arxiv.org/abs/astro-ph/0504422v1
"Many questions in physical cosmology regarding the thermal history of the
intergalactic medium, chemical enrichment, reionization, etc. are thought to be
intimately related to the nature and evolution of pregalactic structure. In
particular the efficiency of primordial star formation and the primordial IMF
are of special interest. We present results from high resolution
three-dimensional adaptive mesh refinement simulations that follow the collapse
of primordial molecular clouds and their subsequent fragmentation within a
cosmologically representative volume. Comoving scales from 128 kpc down to 0.5
pc are followed accurately. Dark matter dynamics, hydrodynamics and all
relevant chemical and radiative processes (cooling) are followed
self-consistently for a cluster normalized CDM structure formation model.
Primordial molecular clouds with ~100,000 solar masses are assembled by mergers
of multiple objects that have formed hydrogen molecules in the gas phase with a
fractional abundance of <~ 10^-4. As the subclumps merge cooling decreases the
temperature to ~200 Kelvin in multiple ""cold pockets"" of the merger product.
Within these cold pockets, quasi-hydrostatically contracting cores with masses
\~ 100 M_sun and number densities > 100,000/cm^3 are found. We find that less
than 1% of the primordial gas in such small scale structures cools and
collapses to sufficiently high densities to be available for primordial star
formation. Furthermore, our results indicate that the formation of very massive
objects, massive black holes, fragmentation of a large fraction of baryons into
brown dwars or Jupiter size fragments seems, in contrast to various claims in
the literature, very unlikely. The expected escape fraction of UV photons with
(h nu) > 11eV is very small.",http://arxiv.org/abs/astro-ph/9810215v1
"The hypothesis that dark matter is converted into visible particles in active
galactic nuclei is investigated. If dark matter consists of stable superheavy
neutral particles and active galactic nuclei are rotating black holes, then,
due to the Penrose process, superheavy particles can decay into unstable
particles with larger mass, whose decay into quarks and leptons leads to events
in cosmic rays observed by the Auger group. Similar processes of decay of
superheavy particles of dark matter into visible matter occurred in the early
Universe. Numerical estimates of the processes in active galactic nuclei and in
the early Universe are given.",http://arxiv.org/abs/0810.1724v2
"In this lecture we investigate the formation and evolution of black holes in
star clusters. The star clusters under consideration are generally rich,
containing more than 10^4 stars, and with a density exceeding 10^4 stars/pc^3.
Among these are young dense clusters (YoDeCs), globular cluster and the nuclei
of galaxies. We will also address the the possible evolutionary link between
stellar mass black holes, via intermediate mass black holes to supermassive
black holes, mainly focus on the ecology of star clusters.",http://arxiv.org/abs/astro-ph/0406550v1
"Relativistic outflows are a common phenomenon in accreting black holes.
Despite the enormous differences in scale, stellar-mass black holes in binaries
and supermassive black holes in Galactic Nuclei produce jets with analogous
properties. In both are observed two types of relativistic outflows: 1) steady
compact jets with flat-spectrum, and 2) sporadic extended jets with
steep-spectrum and apparent superluminal motions. Besides, the most common
class of gamma-ray bursts are afterglows from ultra-relativistic jets
associated to the formation of black holes at cosmological distances.",http://arxiv.org/abs/astro-ph/0005203v1
"Recently there has been a growing evidence in favor of the presence of an
Intermediate Mass Black Hole in the globular cluster G1, in Andromeda Galaxy.
In this paper, we explore whether the adiabatic growth in the dark matter
density due to the presence of a black hole could result in an observable gamma
ray signal due to dark matter annihilation in this globular cluster. Starting
from an initial NFW matter profile, with density parameters consistent with G1
observations, we find that indeed, if the spike in the density has been formed
and has survived till present, the signal could be observed by GLAST and
current ACT detectors.",http://arxiv.org/abs/0712.4181v2
"(ABRIDGED) We present a model in which the seeds of supermassive black holes
form from the lowest angular momentum gas in proto-galaxies at high redshift.
We show that this leads to a correlation between black hole masses and spheroid
properties, as observed today. We assume that gas in early-forming, rare halos
has a distribution of specific angular momentum similar to that expected for
dark matter halos. This distribution has a significant low angular momentum
tail which implies that every proto-galaxy should contain gas that ends up in a
high-density disc. In halos more massive than a critical threshold of
\~10^8Msun, the discs are gravitationally unstable, and experience an efficient
Lin-Pringle viscosity that allows mass inflow. This process continues until the
first massive stars disrupt the disc. Black holes are created with a
characteristic mass of ~10^5 Msun, independent of the redshift of formation.
This serves as a lower bound for black-hole masses in galaxies today. The
comoving mass density of black hole seeds grows with time, and saturates when
cosmic reionization stops gas cooling in these low-mass systems. By z~15, the
comoving mass density becomes comparable to that inferred from observations,
with room for appropriate additional luminous growth during a later quasar
accretion phase. Hierarchical merging after z~15 naturally leads to a linear
correlation between black-hole mass and stellar spheroid mass, with negligible
black hole masses in disc-dominated galaxies.",http://arxiv.org/abs/astro-ph/0311487v2
"We describe a mechanism by which supermassive black holes can form directly
in the nuclei of protogalaxies, without the need for seed black holes left over
from early star formation. Self-gravitating gas in dark matter halos can lose
angular momentum rapidly via runaway, global dynamical instabilities, the
so-called ""bars within bars"" mechanism. This leads to the rapid buildup of a
dense, self-gravitating core supported by gas pressure - surrounded by a
radiation pressure-dominated envelope - which gradually contracts and is
compressed further by subsequent infall. These conditions lead to such high
temperatures in the central region that the gas cools catastrophically by
thermal neutrino emission, leading to the formation and rapid growth of a
central black hole.
  We estimate the initial mass and growth rate of the black hole for typical
conditions in metal-free halos with T_vir ~ 10^4 K, which are the most likely
to be susceptible to runaway infall. The initial black hole should have a mass
of <~20 solar masses, but in principle could grow at a super-Eddington rate
until it reaches ~ 10^4-10^6 solar masses. Rapid growth may be limited by
feedback from the accretion process and/or disruption of the mass supply by
star formation or halo mergers. Even if super-Eddington growth stops at
\~10^3-10^4 solar masses, this process would give black holes ample time to
attain quasar-size masses by a redshift of 6, and could also provide the seeds
for all supermassive black holes seen in the present universe.",http://arxiv.org/abs/astro-ph/0602363v2
"We present new velocity dispersion measurements of sample of 12 spiral
galaxies for which extended rotation curves are available. These data are used
to refine a recently discovered correlation between the circular velocity and
the central velocity dispersion of spiral galaxies. We find a slightly steeper
slope for our larger sample, we confirm the negligible intrinsic scatter on
this correlation, and we find a striking agreement with a corresponding
relation for elliptical galaxies. We combine this correlation with the
well-known MBH-sigma relation to obtain a tight correlation between the
circular velocities of galaxies and the masses of the supermassive black holes
they host. This correlation is the observational evidence for an intimate link
between dark matter haloes and supermassive black holes. Apart from being an
important ingredient for theoretical models of galaxy formation and evolution,
the relation between MBH and circular velocity can serve as a practical tool to
estimate black hole masses in spiral galaxies.",http://arxiv.org/abs/astro-ph/0303628v2
"We investigate the relation between circular velocity vc and bulge velocity
dispersion sigma in spiral galaxies, based on literature data and new
spectroscopic observations. We find a strong, nearly linear vc-sigma
correlation with a negligible intrinsic scatter, and a striking agreement with
the corresponding relation for elliptical galaxies. The least massive galaxies
(sigma < 80 km/s) significantly deviate from this relation. We combine this
vc-sigma correlation with the well-known MBH-sigma relation to obtain a tight
correlation between circular velocity and supermassive black hole mass, and
interpret this as observational evidence for a close link between supermassive
black holes and the dark matter haloes in which they presumably formed. Apart
from being an important ingredient for theoretical models of galaxy formation
and evolution, the relation between MBH and circular velocity has the potential
to become an important practical tool in estimating supermassive black hole
masses in spiral galaxies.",http://arxiv.org/abs/astro-ph/0404465v1
"While there exist various candidates, the identification of dark matter
remains unresolved. Recently it was argued that the generalized uncertainty
principle (GUP) may prevent a black hole from evaporating completely, and as a
result there should exist a Planck-size BHR at the end of its evaporation. We
speculate that the stability of BHR may be further protected by supersymmetry
in the form of extremal black hole. If this is indeed the case and if a
sufficient amount of small black holes can be produced in the early universe,
then the resultant BHRs can be an interesting candidate for DM. We demonstrate
that this is the case in the hybrid inflation model. By assuming BHR as DM, our
notion imposes a constraint on the hybrid inflation potential. We show that
such a constraint is not fine-tuned. Possible observational signatures are
briefly discussed.",http://arxiv.org/abs/astro-ph/0406514v1
"We show that the hierarchical assembly of cold dark matter (CDM) haloes
preserves the memory of the initial conditions. Using N-body cosmological
simulations, we demonstrate that the present-day spatial distribution and
kinematics of objects that formed within early (z > 10) protogalactic systems
(old stars, satellite galaxies, globular clusters, massive black holes, etc.)
depends mostly on the rarity of the peak of the primordial density field which
they originally belonged to. Only for objects forming at lower redshifts the
exact formation site within the progenitor halo (e.g. whether near the center
or in an extended disk) becomes important. In present-day haloes, material from
the rarer early peaks is more centrally concentrated and falls off more steeply
with radius compared to the overall mass distribution, it has a lower velocity
dispersion, moves on more radial orbits, and has a more elongated shape.
Population II stars that formed within protogalactic haloes collapsing from
>2.5 sigma fluctuations would follow today a r^{-3.5} density profile with a
half-light radius of 17 kpc and a velocity anisotropy that increases from
isotropic in the inner regions to nearly radial at the halo edge. This agrees
well with the radial velocity dispersion profile of Galaxy halo stars from
Battaglia et al. (2005) and with the anisotropic orbits of nearby halo stars.",http://arxiv.org/abs/astro-ph/0506615v4
"The annihilation of neutralino dark matter may result in observable signals
in different wavelength. In the present paper we will discuss the effect of
neutralino annihilation in the halo of our Galaxy and in its center. According
to high resolution cold dark matter simulations, large virialized halos are
formed through the constant merging of smaller halos appeared at previous
times. At each epoch, dark matter halos have then a clumpy component which is
made of these merging subhalos. The annihilation of dark matter in these
clumps, always present in the halo of our Galaxy, may be responsible for
appreciable fluxes of $\gamma$-rays, potentially detectable. We find that,
depending on the fundamental parameters of the clump density profile and on the
distribution of clumps in the Galactic halo, the contribution to the diffuse
$\gamma$-ray background from clumps could be used to obtain constraints on the
neutralino properties such as mass and annihilation cross section. On the other
hand the annihilation of neutralino dark matter in the galactic center may
result in radio signals. At the galactic center, infact, the accretion flow
onto the central black hole sustains strong magnetic fields that can induce
synchrotron emission, in the radio wavelength, by electrons and positrons
generated in neutralino annihilations during advection onto the black hole. We
find that the observed emission from the galactic center is consistent with
neutralinos following a Navarro Frenk and White density profile at the galactic
center while it is inconsistent with the presence of a spike density profile,
supposed to be generated by the formation history of the central black hole.",http://arxiv.org/abs/astro-ph/0405110v1
"(Shortened) Weakly Interacting Massive Particles are often said to be the
best Dark Matter candidates. Studies have shown however that rather large Dark
Matter-photon or Dark Matter-baryon interactions could be allowed by cosmology.
Here we address the question of the role of the Dark Matter interactions in
more detail to determine at which extent Dark Matter has to be necessarily
weakly interacting. To this purpose, we compute the collisional damping (and
free-streaming) lengths of generic interacting Dark Matter candidates and
compare them to the scale of the smallest primordial structures known to exist
in the Universe. We obtain necessary conditions that any candidate must
satisfy. We point out the existence of new Dark Matter scenarios and exhibit
new damping regimes. For example, an interacting candidate may bear a similar
damping than that of collisionless Warm Dark Matter particles. The main
difference is due to the Dark Matter coupling to interacting (or even
freely-propagating) species. Our approach yields a general classification of
Dark Matter candidates which extends the definitions of the usual Cold, Warm
and Hot Dark Matter scenarios when interactions, weak or strong, are
considered.",http://arxiv.org/abs/astro-ph/0410591v1
"We investigate how the ghost condensate reacts to black holes immersed in it.
A ghost condensate defines a hypersurface-orthogonal congruence of timelike
curves, each of which has the tangent vector u^\mu=-g^{\mu\nu}\partial_\nu\phi.
It is argued that the ghost condensate in this picture approximately
corresponds to a congruence of geodesics. In other words, the ghost condensate
accretes into a black hole just like a pressure-less dust. Correspondingly, if
the energy density of the ghost condensate at large distance is set to an
extremely small value by cosmic expansion then the late-time accretion rate of
the ghost condensate should be negligible. The accretion rate remains very
small even if effects of higher derivative terms are taken into account,
provided that the black hole is sufficiently large. It is also discussed how to
reconcile the black hole accretion with the possibility that the ghost
condensate might behave like dark matter.",http://arxiv.org/abs/hep-th/0502189v2
"This work investigates the dark matters structures that form on the smallest
cosmological scales. We find that the types and abundances of structures which
form at approximately Earth-mass scales are very sensitive to the nature of
dark matter. We explore various candidates for dark matter and determine the
corresponding properties of small-scale structure. In particular, we discuss
possibilities for indirect detection of dark matter through small-scale
structure, and comment on the potential of these methods for discriminating
between dark matter candidates.",http://arxiv.org/abs/astro-ph/0611864v1
"Dark matter annihilation in so-called ``spikes'' near black holes is believed
to be an important method of indirect dark matter detection. In the case of
circular particle orbits, the density profile of dark matter has a plateau at
small radii, the maximal density being limited by the annihilation
cross-section. However, in the general case of arbitrary velocity anisotropy
the situation is different. Particulary, for isotropic velocity distribution
the density profile cannot be shallower than r^{-1/2} in the very centre.
Indeed, a detailed study reveals that in many cases the term ``annihilation
plateau'' is misleading, as the density actually continues to rise towards
small radii and forms a weak cusp, rho ~ r^{-(beta+1/2)}, where beta is the
anisotropy coefficient. The annihilation flux, however, does not change much in
the latter case, if averaged over an area larger than the annihilation radius.",http://arxiv.org/abs/0707.3334v2
"The computation of PBH (primordial black hole) production from primordial
perturbations has recently been improved by considering a more accurate
relation between the primordial power spectrum and the PBH mass variance. We
present here exact expressions which are valid for primordial spectra of
arbitrary shape and which allow accurate numerical calculations. We then
consider the possibility to have a significant part of dark matter in the form
of PBHs produced by a primordial spectrum of inflationary origin possessing a
characteristic scale. We show that in this model the relevant PBH mass is
constrained to lie in the range $5\times 10^{15} {\rm g}\lesssim M \lesssim
10^{21} {\rm g}$. This is much less than the mass range coming from the QCD
phase transition, allowing the two mechanisms to be easily distinguished.",http://arxiv.org/abs/astro-ph/0203520v2
